1;jeu_1_nb_cles_100,txt;0;;;
2;jeu_1_nb_cles_1000,txt;15,6252384186;;taille;moy tps
3;jeu_1_nb_cles_10000,txt;78,0725479126;;100;0
4;jeu_1_nb_cles_200,txt;0;;1000;12,5094413757
5;jeu_1_nb_cles_20000,txt;156,299829483;;10000;65,6196117401
6;jeu_1_nb_cles_500,txt;0;;200;0
7;jeu_1_nb_cles_5000,txt;46,8778610229;;20000;146,9033718109
8;jeu_1_nb_cles_50000,txt;312,5309944153;;500;3,1274318695
9;jeu_2_nb_cles_100,txt;0;;5000;37,5072479248
10;jeu_2_nb_cles_1000,txt;15,6381130219;;50000;356,2806129456
11;jeu_2_nb_cles_10000,txt;78,1311988831;;;
12;jeu_2_nb_cles_200,txt;0;;;
13;jeu_2_nb_cles_20000,txt;156,2898159027;;;
14;jeu_2_nb_cles_500,txt;15,6371593475;;;
15;jeu_2_nb_cles_5000,txt;46,8685626984;;;
16;jeu_2_nb_cles_50000,txt;343,7292575836;;;
17;jeu_3_nb_cles_100,txt;0;;;
18;jeu_3_nb_cles_1000,txt;15,6569480896;;;
19;jeu_3_nb_cles_10000,txt;62,5066757202;;;
20;jeu_3_nb_cles_200,txt;0;;;
21;jeu_3_nb_cles_20000,txt;140,6812667847;;;
22;jeu_3_nb_cles_500,txt;0;;;
23;jeu_3_nb_cles_5000,txt;31,2542915344;;;
24;jeu_3_nb_cles_50000,txt;359,4064712524;;;
25;jeu_4_nb_cles_100,txt;0;;;
26;jeu_4_nb_cles_1000,txt;15,6269073486;;;
27;jeu_4_nb_cles_10000,txt;46,8814373016;;;
28;jeu_4_nb_cles_200,txt;0;;;
29;jeu_4_nb_cles_20000,txt;156,263589859;;;
30;jeu_4_nb_cles_500,txt;0;;;
31;jeu_4_nb_cles_5000,txt;31,2528610229;;;
32;jeu_4_nb_cles_50000,txt;390,6672000885;;;
33;jeu_5_nb_cles_100,txt;0;;;
34;jeu_5_nb_cles_1000,txt;0;;;
35;jeu_5_nb_cles_10000,txt;62,5061988831;;;
36;jeu_5_nb_cles_200,txt;0;;;
37;jeu_5_nb_cles_20000,txt;124,9823570251;;;
38;jeu_5_nb_cles_500,txt;0;;;
39;jeu_5_nb_cles_5000,txt;31,2826633453;;;
40;jeu_5_nb_cles_50000,txt;375,0691413879;;;
-1;total du temps en miliseconde pour tout les fichiers : ;3109,7385883331;;;
