1;jeu_1_nb_cles_100.txt;0;;;
2;jeu_1_nb_cles_1000.txt;15,6371593475;;;
3;jeu_1_nb_cles_10000.txt;93,7552452087;;;
4;jeu_1_nb_cles_200.txt;0;;;
5;jeu_1_nb_cles_20000.txt;375,0438690186;;;
6;jeu_1_nb_cles_500.txt;0;;;
7;jeu_1_nb_cles_5000.txt;156,2678813934;;;
8;jeu_1_nb_cles_50000.txt;718,850851059;;taille;moy tps
9;jeu_2_nb_cles_100.txt;0;;100;0
10;jeu_2_nb_cles_1000.txt;15,6261920929;;1000;9,3778133392
11;jeu_2_nb_cles_10000.txt;125,0448226929;;10000;118,7545776367
12;jeu_2_nb_cles_200.txt;0;;200;0
13;jeu_2_nb_cles_20000.txt;265,6548023224;;20000;448,3022212982
14;jeu_2_nb_cles_500.txt;15,6238079071;;500;9,3754768372
15;jeu_2_nb_cles_5000.txt;46,8769073486;;5000;71,8935966492
16;jeu_2_nb_cles_50000.txt;656,329870224;;50000;1013,8983726502
17;jeu_3_nb_cles_100.txt;0;;;
18;jeu_3_nb_cles_1000.txt;0;;;
19;jeu_3_nb_cles_10000.txt;109,3528270721;;;
20;jeu_3_nb_cles_200.txt;0;;;
21;jeu_3_nb_cles_20000.txt;390,6979560852;;;
22;jeu_3_nb_cles_500.txt;15,6264305115;;;
23;jeu_3_nb_cles_5000.txt;31,2833786011;;;
24;jeu_3_nb_cles_50000.txt;1718,8658714294;;;
25;jeu_4_nb_cles_100.txt;0;;;
26;jeu_4_nb_cles_1000.txt;0;;;
27;jeu_4_nb_cles_10000.txt;78,1013965607;;;
28;jeu_4_nb_cles_200.txt;0;;;
29;jeu_4_nb_cles_20000.txt;366,2700653076;;;
30;jeu_4_nb_cles_500.txt;15,6271457672;;;
31;jeu_4_nb_cles_5000.txt;78,1276226044;;;
32;jeu_4_nb_cles_50000.txt;1131,5755844116;;;
33;jeu_5_nb_cles_100.txt;0;;;
34;jeu_5_nb_cles_1000.txt;15,6257152557;;;
35;jeu_5_nb_cles_10000.txt;187,5185966492;;;
36;jeu_5_nb_cles_200.txt;0;;;
37;jeu_5_nb_cles_20000.txt;843,8444137573;;;
38;jeu_5_nb_cles_500.txt;0;;;
39;jeu_5_nb_cles_5000.txt;46,9121932983;;;
40;jeu_5_nb_cles_50000.txt;843,8696861267;;;
-1;total du temps en miliseconde pour tout les fichiers : ;8358,0102920532;;;
