1,union jeu_1_100.txt et jeu_2_100.txt,0.0
2,union jeu_1_100.txt' et jeu_3_100.txt,0.0
3,union jeu_1_100.txt'' et jeu_4_100.txt,0.0
4,union jeu_1_100.txt''' et jeu_5_100.txt,0.0
5,union jeu_1_1000.txt et jeu_2_1000.txt,15.626668930053711
6,union jeu_1_1000.txt' et jeu_3_1000.txt,15.626668930053711
7,union jeu_1_1000.txt'' et jeu_4_1000.txt,15.627145767211914
8,union jeu_1_1000.txt''' et jeu_5_1000.txt,0.0
9,union jeu_1_10000.txt et jeu_2_10000.txt,156.2657356262207
10,union jeu_1_10000.txt' et jeu_3_10000.txt,140.641450881958
11,union jeu_1_10000.txt'' et jeu_4_10000.txt,312.5324249267578
12,union jeu_1_10000.txt''' et jeu_5_10000.txt,156.2666893005371
13,union jeu_1_200.txt et jeu_2_200.txt,15.626668930053711
14,union jeu_1_200.txt' et jeu_3_200.txt,0.0
15,union jeu_1_200.txt'' et jeu_4_200.txt,0.0
16,union jeu_1_200.txt''' et jeu_5_200.txt,0.0
17,union jeu_1_20000.txt et jeu_2_20000.txt,296.9062328338623
18,union jeu_1_20000.txt' et jeu_3_20000.txt,312.5343322753906
19,union jeu_1_20000.txt'' et jeu_4_20000.txt,312.5333786010742
20,union jeu_1_20000.txt''' et jeu_5_20000.txt,312.5343322753906
21,union jeu_1_500.txt et jeu_2_500.txt,15.626668930053711
22,union jeu_1_500.txt' et jeu_3_500.txt,0.0
23,union jeu_1_500.txt'' et jeu_4_500.txt,0.0
24,union jeu_1_500.txt''' et jeu_5_500.txt,15.627384185791016
25,union jeu_1_5000.txt et jeu_2_5000.txt,62.50572204589844
26,union jeu_1_5000.txt' et jeu_3_5000.txt,78.13334465026855
27,union jeu_1_5000.txt'' et jeu_4_5000.txt,156.2666893005371
28,union jeu_1_5000.txt''' et jeu_5_5000.txt,140.6402587890625
29,union jeu_1_50000.txt et jeu_2_50000.txt,843.8706398010254
30,union jeu_1_50000.txt' et jeu_3_50000.txt,1500.1623630523682
31,union jeu_1_50000.txt'' et jeu_4_50000.txt,890.7229900360107
32,union jeu_1_50000.txt''' et jeu_5_50000.txt,2750.2918243408203
-1,total du temps en miliseconde pour tout les fichiers : ,8516.5696144104
